,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
7940,Good,9.0,-8.0,2.0,9.0,1.0,0.0,0.0,5.0,-7.0,7,8,1.0,1.0,6.0,-7.0,2.0,2.0,1.0,-8.0,1.0,0.0,0.0,1.0
7941,Good,6.0,-8.0,2.0,1.0,4.0,0.0,0.0,5.0,-7.0,7,8,4.0,2.0,3.0,-7.0,1.0,1.0,9.0,2.0,1.0,1.0,1.0,2.0
7942,Bad,1.0,-8.0,2.0,1.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,1.0,6.0,-7.0,3.0,3.0,7.0,6.0,6.0,3.0,3.0,5.0
7943,Bad,8.0,9.0,7.0,9.0,3.0,0.0,0.0,3.0,9.0,6,6,2.0,0.0,5.0,-7.0,2.0,1.0,1.0,-8.0,1.0,0.0,-8.0,5.0
7944,Good,8.0,-8.0,2.0,4.0,2.0,0.0,0.0,5.0,-7.0,7,8,3.0,3.0,4.0,-7.0,1.0,1.0,5.0,-8.0,2.0,0.0,0.0,4.0
7945,Bad,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,6,6,0.0,1.0,9.0,-7.0,2.0,2.0,9.0,6.0,2.0,2.0,1.0,8.0
7946,Good,4.0,-8.0,8.0,9.0,0.0,0.0,0.0,2.0,7.0,6,6,0.0,0.0,0.0,-7.0,0.0,0.0,9.0,-8.0,4.0,-8.0,3.0,8.0
7947,Bad,2.0,-8.0,1.0,0.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,4.0,8.0,-7.0,2.0,2.0,7.0,7.0,2.0,1.0,0.0,7.0
7948,Bad,1.0,-8.0,7.0,1.0,1.0,2.0,1.0,1.0,7.0,0,5,1.0,0.0,3.0,-7.0,1.0,1.0,4.0,-8.0,3.0,1.0,0.0,4.0
7949,Good,7.0,-8.0,5.0,4.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,2.0,5.0,-7.0,0.0,0.0,5.0,6.0,3.0,3.0,1.0,8.0
7950,Bad,2.0,-8.0,6.0,8.0,3.0,2.0,1.0,1.0,3.0,2,4,4.0,0.0,5.0,-7.0,0.0,0.0,6.0,6.0,6.0,3.0,2.0,7.0
7951,Bad,1.0,4.0,1.0,3.0,2.0,2.0,1.0,0.0,7.0,6,2,4.0,3.0,7.0,-7.0,0.0,0.0,6.0,9.0,4.0,0.0,2.0,8.0
7952,Good,4.0,-8.0,4.0,3.0,2.0,1.0,1.0,3.0,7.0,6,2,2.0,2.0,5.0,-7.0,0.0,0.0,7.0,6.0,4.0,1.0,0.0,8.0
7953,Bad,9.0,-8.0,2.0,7.0,9.0,0.0,0.0,5.0,-7.0,7,8,8.0,1.0,0.0,-7.0,0.0,0.0,2.0,2.0,6.0,1.0,0.0,1.0
7954,Bad,1.0,-8.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,6,2,0.0,2.0,0.0,-7.0,0.0,0.0,8.0,-8.0,4.0,-8.0,3.0,8.0
7955,Bad,5.0,-8.0,2.0,7.0,4.0,0.0,0.0,2.0,7.0,6,6,5.0,3.0,7.0,-7.0,2.0,2.0,5.0,5.0,4.0,2.0,1.0,4.0
7956,Bad,5.0,-8.0,1.0,2.0,6.0,0.0,0.0,1.0,7.0,6,6,7.0,4.0,4.0,-7.0,2.0,2.0,3.0,8.0,3.0,0.0,0.0,1.0
7957,Bad,8.0,-8.0,8.0,3.0,3.0,0.0,0.0,5.0,-7.0,7,8,3.0,0.0,4.0,-7.0,1.0,1.0,-8.0,-8.0,-8.0,0.0,-8.0,8.0
7958,Bad,5.0,-8.0,2.0,5.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,3.0,3.0,-7.0,1.0,1.0,4.0,1.0,5.0,2.0,1.0,2.0
7959,Bad,4.0,-8.0,6.0,0.0,0.0,1.0,1.0,5.0,-7.0,6,8,0.0,1.0,5.0,-7.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0
7960,Bad,0.0,-8.0,4.0,6.0,1.0,1.0,0.0,0.0,1.0,4,5,3.0,1.0,4.0,-7.0,0.0,0.0,9.0,0.0,4.0,0.0,2.0,8.0
7961,Bad,2.0,-8.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0,2,3.0,4.0,8.0,-7.0,2.0,2.0,3.0,7.0,1.0,3.0,0.0,3.0
7962,Good,4.0,8.0,8.0,8.0,7.0,1.0,1.0,3.0,3.0,4,6,7.0,0.0,7.0,-7.0,2.0,2.0,4.0,-8.0,2.0,0.0,0.0,0.0
7963,Bad,6.0,9.0,4.0,6.0,6.0,1.0,1.0,4.0,7.0,6,3,6.0,2.0,3.0,-7.0,0.0,0.0,1.0,-8.0,4.0,0.0,0.0,1.0
7964,Good,7.0,-8.0,2.0,8.0,4.0,0.0,0.0,3.0,9.0,6,6,4.0,1.0,3.0,-7.0,3.0,3.0,1.0,-8.0,3.0,1.0,0.0,2.0
7965,Good,7.0,-8.0,4.0,8.0,5.0,0.0,0.0,4.0,6.0,6,6,4.0,2.0,8.0,-7.0,0.0,0.0,4.0,2.0,5.0,2.0,0.0,8.0
7966,Bad,3.0,-8.0,8.0,5.0,1.0,0.0,0.0,3.0,0.0,4,6,2.0,0.0,9.0,-7.0,1.0,1.0,8.0,1.0,2.0,1.0,-8.0,8.0
7967,Bad,5.0,-8.0,1.0,0.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,3.0,8.0,-7.0,0.0,0.0,5.0,9.0,2.0,1.0,0.0,5.0
7968,Good,2.0,-8.0,1.0,1.0,7.0,0.0,0.0,5.0,-7.0,7,8,7.0,4.0,0.0,-7.0,3.0,3.0,5.0,-8.0,6.0,0.0,3.0,2.0
7969,Bad,5.0,-8.0,3.0,4.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,1.0,8.0,-7.0,1.0,1.0,9.0,2.0,7.0,3.0,3.0,8.0
7970,Bad,0.0,-8.0,8.0,3.0,1.0,1.0,1.0,1.0,0.0,0,6,1.0,0.0,8.0,-7.0,1.0,1.0,8.0,3.0,3.0,0.0,2.0,8.0
7971,Good,9.0,-8.0,4.0,3.0,4.0,0.0,0.0,5.0,-7.0,7,8,4.0,1.0,2.0,-7.0,0.0,0.0,3.0,-8.0,2.0,0.0,0.0,1.0
7972,Good,3.0,-8.0,2.0,0.0,0.0,1.0,1.0,5.0,-7.0,6,8,0.0,3.0,7.0,-7.0,1.0,1.0,3.0,5.0,3.0,2.0,1.0,8.0
7973,Bad,3.0,-8.0,4.0,3.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,3.0,0.0,-7.0,3.0,3.0,9.0,1.0,7.0,3.0,3.0,8.0
7974,Bad,2.0,-8.0,0.0,1.0,6.0,2.0,1.0,5.0,-7.0,0,8,6.0,3.0,1.0,-7.0,2.0,2.0,6.0,6.0,7.0,1.0,1.0,4.0
7975,Good,9.0,-8.0,8.0,9.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,0.0,3.0,-7.0,0.0,0.0,5.0,-8.0,3.0,0.0,0.0,8.0
7976,Good,7.0,-8.0,1.0,9.0,6.0,0.0,0.0,5.0,-7.0,7,8,7.0,2.0,0.0,-7.0,1.0,1.0,7.0,-8.0,7.0,-8.0,3.0,2.0
7977,Bad,8.0,-8.0,2.0,5.0,0.0,1.0,0.0,0.0,8.0,6,5,1.0,2.0,6.0,-7.0,0.0,0.0,1.0,0.0,1.0,1.0,-8.0,6.0
7978,Bad,1.0,-8.0,1.0,7.0,9.0,2.0,1.0,2.0,1.0,4,3,9.0,3.0,1.0,-7.0,3.0,3.0,6.0,3.0,6.0,2.0,1.0,2.0
7979,Bad,2.0,2.0,4.0,2.0,9.0,0.0,0.0,5.0,-7.0,7,8,8.0,3.0,4.0,-7.0,2.0,2.0,7.0,2.0,7.0,3.0,3.0,5.0
7980,Bad,2.0,-8.0,8.0,6.0,2.0,1.0,1.0,3.0,7.0,6,6,2.0,0.0,2.0,-7.0,2.0,2.0,9.0,1.0,6.0,0.0,2.0,8.0
7981,Good,4.0,-8.0,2.0,9.0,6.0,1.0,1.0,5.0,-7.0,6,8,6.0,3.0,2.0,-7.0,1.0,1.0,6.0,6.0,3.0,2.0,1.0,2.0
7982,Good,2.0,-8.0,4.0,6.0,9.0,0.0,0.0,3.0,6.0,6,6,9.0,2.0,4.0,-7.0,0.0,0.0,8.0,5.0,7.0,2.0,3.0,6.0
7983,Bad,2.0,0.0,1.0,0.0,7.0,0.0,0.0,5.0,-7.0,7,8,6.0,4.0,3.0,-7.0,1.0,1.0,8.0,8.0,7.0,3.0,3.0,7.0
7984,Good,4.0,-8.0,2.0,1.0,3.0,0.0,0.0,3.0,8.0,6,6,3.0,1.0,8.0,-7.0,2.0,2.0,6.0,7.0,3.0,2.0,0.0,6.0
7985,Good,5.0,-8.0,2.0,7.0,7.0,0.0,0.0,5.0,-7.0,7,8,7.0,3.0,4.0,-7.0,2.0,2.0,7.0,3.0,7.0,3.0,3.0,6.0
7986,Bad,3.0,4.0,0.0,3.0,5.0,1.0,1.0,4.0,8.0,6,6,6.0,4.0,5.0,-7.0,2.0,2.0,4.0,3.0,4.0,2.0,0.0,4.0
7987,Good,2.0,7.0,7.0,8.0,1.0,2.0,1.0,0.0,8.0,6,4,3.0,0.0,1.0,-7.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0
7988,Bad,6.0,-8.0,2.0,3.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,2.0,4.0,1.0,1.0,1.0,5.0,6.0,5.0,1.0,1.0,5.0
7989,Bad,5.0,-8.0,5.0,3.0,6.0,0.0,0.0,5.0,-7.0,7,8,6.0,4.0,2.0,2.0,1.0,0.0,4.0,-8.0,4.0,1.0,2.0,2.0
7990,Good,8.0,-8.0,7.0,7.0,5.0,0.0,0.0,5.0,-7.0,7,8,5.0,0.0,1.0,-8.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0
7991,Bad,9.0,-8.0,8.0,8.0,1.0,1.0,1.0,5.0,-7.0,6,8,1.0,0.0,6.0,0.0,1.0,1.0,0.0,6.0,2.0,0.0,0.0,4.0
7992,Bad,5.0,-8.0,4.0,1.0,1.0,0.0,0.0,5.0,-7.0,7,8,1.0,1.0,8.0,3.0,0.0,0.0,7.0,5.0,2.0,1.0,1.0,5.0
7993,Bad,4.0,-8.0,2.0,0.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,2.0,3.0,1.0,3.0,3.0,3.0,7.0,3.0,0.0,0.0,8.0
7994,Bad,4.0,-8.0,0.0,8.0,2.0,2.0,1.0,0.0,8.0,6,2,3.0,1.0,9.0,-8.0,0.0,0.0,7.0,0.0,2.0,2.0,2.0,7.0
7995,Bad,8.0,9.0,0.0,3.0,2.0,0.0,0.0,5.0,-7.0,7,8,3.0,3.0,0.0,0.0,1.0,1.0,3.0,-8.0,2.0,0.0,0.0,1.0
7996,Good,6.0,9.0,2.0,7.0,4.0,1.0,1.0,3.0,7.0,6,6,3.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,4.0,1.0,0.0,6.0
7997,Good,4.0,-8.0,5.0,1.0,3.0,0.0,0.0,2.0,6.0,6,6,3.0,3.0,7.0,2.0,0.0,0.0,5.0,7.0,3.0,1.0,0.0,4.0
7998,Bad,1.0,-8.0,6.0,8.0,8.0,2.0,1.0,4.0,1.0,4,6,8.0,1.0,3.0,2.0,0.0,0.0,9.0,5.0,7.0,1.0,3.0,5.0
7999,Good,4.0,-8.0,7.0,8.0,4.0,2.0,1.0,0.0,9.0,6,3,7.0,0.0,9.0,3.0,0.0,0.0,7.0,4.0,1.0,2.0,0.0,5.0
8000,Good,4.0,-8.0,1.0,4.0,5.0,0.0,0.0,3.0,5.0,6,6,6.0,4.0,6.0,1.0,2.0,2.0,5.0,-8.0,4.0,0.0,0.0,4.0
8001,Bad,3.0,5.0,0.0,3.0,0.0,1.0,1.0,1.0,-7.0,6,7,1.0,3.0,2.0,0.0,3.0,3.0,5.0,-8.0,5.0,0.0,0.0,8.0
8002,Bad,8.0,6.0,2.0,4.0,6.0,0.0,0.0,5.0,-7.0,7,8,6.0,3.0,4.0,0.0,2.0,2.0,2.0,7.0,2.0,1.0,0.0,1.0
8003,Good,4.0,-8.0,1.0,2.0,9.0,1.0,0.0,2.0,4.0,6,5,9.0,4.0,2.0,0.0,2.0,2.0,3.0,1.0,7.0,2.0,1.0,2.0
8004,Good,8.0,5.0,8.0,8.0,4.0,0.0,0.0,5.0,-7.0,7,8,4.0,0.0,3.0,3.0,0.0,0.0,4.0,-8.0,2.0,0.0,1.0,0.0
8005,Bad,3.0,-8.0,2.0,0.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,2.0,9.0,2.0,3.0,3.0,9.0,9.0,1.0,1.0,1.0,6.0
8006,Bad,1.0,-8.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,6,6,2.0,2.0,5.0,0.0,2.0,2.0,8.0,3.0,4.0,2.0,0.0,4.0
8007,Bad,5.0,-8.0,1.0,4.0,3.0,0.0,0.0,5.0,-7.0,7,8,3.0,1.0,4.0,0.0,2.0,2.0,8.0,3.0,4.0,1.0,2.0,8.0
8008,Bad,2.0,-8.0,4.0,2.0,0.0,2.0,1.0,0.0,4.0,0,5,0.0,3.0,1.0,3.0,0.0,0.0,1.0,-8.0,3.0,-8.0,0.0,4.0
8009,Good,7.0,9.0,2.0,6.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,4.0,2.0,1.0,1.0,1.0,3.0,9.0,3.0,1.0,0.0,3.0
8010,Bad,1.0,3.0,7.0,5.0,0.0,1.0,1.0,1.0,-8.0,6,6,0.0,0.0,9.0,2.0,0.0,0.0,9.0,1.0,1.0,1.0,1.0,8.0
8011,Bad,3.0,-8.0,2.0,1.0,4.0,0.0,0.0,5.0,-7.0,7,8,5.0,2.0,3.0,3.0,0.0,0.0,7.0,1.0,6.0,3.0,3.0,5.0
8012,Bad,5.0,5.0,2.0,2.0,1.0,0.0,0.0,5.0,-7.0,7,8,1.0,4.0,5.0,1.0,3.0,3.0,5.0,7.0,4.0,1.0,2.0,8.0
8013,Bad,3.0,-8.0,5.0,1.0,7.0,0.0,0.0,3.0,6.0,6,6,8.0,3.0,0.0,2.0,1.0,1.0,4.0,6.0,7.0,1.0,2.0,4.0
8014,Bad,2.0,-8.0,2.0,7.0,4.0,0.0,0.0,2.0,2.0,4,6,5.0,3.0,7.0,3.0,0.0,0.0,7.0,-8.0,4.0,0.0,3.0,2.0
8015,Good,4.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,9.0,6,4,2.0,3.0,3.0,1.0,3.0,3.0,6.0,3.0,5.0,1.0,1.0,5.0
8016,Good,5.0,8.0,0.0,8.0,6.0,0.0,0.0,4.0,5.0,6,6,6.0,4.0,3.0,0.0,3.0,3.0,5.0,0.0,3.0,2.0,-8.0,5.0
8017,Good,6.0,-8.0,2.0,8.0,4.0,0.0,0.0,5.0,-7.0,7,8,4.0,2.0,1.0,3.0,0.0,0.0,5.0,-8.0,7.0,0.0,1.0,7.0
8018,Good,7.0,-8.0,5.0,0.0,1.0,0.0,0.0,5.0,-7.0,7,8,1.0,2.0,1.0,0.0,1.0,1.0,0.0,-8.0,0.0,0.0,0.0,0.0
8019,Bad,3.0,-8.0,4.0,3.0,9.0,1.0,1.0,4.0,5.0,6,6,8.0,4.0,1.0,3.0,0.0,0.0,6.0,7.0,7.0,1.0,3.0,2.0
8020,Bad,1.0,7.0,5.0,7.0,4.0,0.0,0.0,2.0,5.0,6,6,4.0,1.0,1.0,1.0,2.0,2.0,9.0,-8.0,7.0,0.0,3.0,6.0
8021,Good,9.0,8.0,8.0,8.0,4.0,0.0,0.0,5.0,-7.0,7,8,4.0,0.0,7.0,-8.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,4.0
8022,Good,9.0,6.0,7.0,7.0,6.0,0.0,0.0,5.0,-7.0,7,8,6.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0
8023,Bad,5.0,-8.0,0.0,5.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,2.0,3.0,1.0,2.0,2.0,9.0,3.0,7.0,1.0,3.0,4.0
8024,Good,8.0,-8.0,3.0,4.0,3.0,0.0,0.0,5.0,-7.0,7,8,0.0,2.0,2.0,3.0,0.0,0.0,1.0,4.0,3.0,2.0,0.0,4.0
8025,Good,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,4,5,1.0,3.0,6.0,1.0,3.0,3.0,6.0,9.0,2.0,2.0,0.0,7.0
8026,Good,8.0,9.0,2.0,7.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,0.0,0.0
8027,Bad,0.0,4.0,1.0,2.0,7.0,2.0,1.0,1.0,0.0,4,2,8.0,3.0,3.0,0.0,1.0,1.0,6.0,7.0,7.0,3.0,3.0,7.0
8028,Bad,2.0,9.0,0.0,8.0,7.0,1.0,1.0,5.0,4.0,6,6,8.0,3.0,6.0,1.0,1.0,1.0,8.0,4.0,7.0,3.0,3.0,6.0
8029,Bad,6.0,0.0,2.0,0.0,4.0,0.0,0.0,5.0,-7.0,7,8,5.0,1.0,4.0,0.0,2.0,2.0,0.0,8.0,2.0,2.0,0.0,4.0
8030,Good,5.0,8.0,2.0,8.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,7.0,0.0,1.0,2.0
8031,Bad,2.0,3.0,4.0,1.0,2.0,1.0,0.0,3.0,7.0,6,5,2.0,4.0,5.0,2.0,1.0,1.0,4.0,6.0,3.0,1.0,-8.0,5.0
8032,Good,9.0,5.0,4.0,5.0,7.0,0.0,0.0,5.0,-7.0,7,8,7.0,1.0,2.0,2.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0
8033,Good,3.0,9.0,4.0,8.0,7.0,2.0,1.0,5.0,0.0,3,5,7.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
8034,Bad,1.0,6.0,2.0,3.0,9.0,1.0,0.0,2.0,3.0,4,5,9.0,4.0,6.0,2.0,2.0,2.0,7.0,0.0,6.0,3.0,3.0,4.0
8035,Bad,2.0,6.0,2.0,3.0,5.0,1.0,1.0,5.0,-7.0,6,8,4.0,4.0,2.0,1.0,3.0,3.0,6.0,3.0,7.0,1.0,1.0,5.0
8036,Bad,4.0,3.0,6.0,4.0,2.0,0.0,0.0,1.0,5.0,6,6,2.0,1.0,8.0,0.0,2.0,2.0,5.0,8.0,2.0,2.0,1.0,5.0
8037,Bad,1.0,7.0,1.0,5.0,8.0,0.0,0.0,3.0,1.0,4,6,9.0,3.0,7.0,2.0,0.0,0.0,7.0,7.0,6.0,2.0,3.0,5.0
8038,Good,9.0,5.0,6.0,7.0,5.0,0.0,0.0,5.0,-7.0,7,8,6.0,1.0,9.0,-8.0,0.0,0.0,2.0,-8.0,4.0,0.0,0.0,4.0
8039,Good,8.0,6.0,6.0,5.0,5.0,0.0,0.0,5.0,-7.0,7,8,5.0,0.0,2.0,0.0,2.0,2.0,2.0,-8.0,6.0,1.0,0.0,5.0
8040,Bad,1.0,2.0,6.0,1.0,2.0,1.0,1.0,3.0,8.0,0,6,3.0,0.0,2.0,1.0,2.0,2.0,9.0,1.0,6.0,1.0,3.0,8.0
8041,Good,9.0,5.0,2.0,6.0,5.0,0.0,0.0,5.0,-7.0,7,8,5.0,2.0,7.0,2.0,0.0,0.0,1.0,-8.0,5.0,0.0,0.0,6.0
8042,Good,5.0,7.0,4.0,5.0,7.0,0.0,0.0,5.0,-7.0,7,8,7.0,2.0,8.0,2.0,0.0,0.0,9.0,8.0,2.0,3.0,2.0,8.0
8043,Bad,5.0,2.0,4.0,2.0,7.0,0.0,0.0,4.0,7.0,6,6,6.0,1.0,4.0,0.0,2.0,2.0,5.0,4.0,6.0,3.0,2.0,4.0
8044,Bad,6.0,6.0,1.0,7.0,4.0,0.0,0.0,5.0,-7.0,7,8,5.0,3.0,3.0,2.0,0.0,0.0,3.0,-8.0,3.0,1.0,1.0,3.0
8045,Good,2.0,0.0,2.0,0.0,0.0,2.0,1.0,5.0,-7.0,0,8,0.0,1.0,2.0,1.0,1.0,1.0,1.0,-8.0,1.0,0.0,0.0,5.0
8046,Good,5.0,0.0,7.0,1.0,1.0,0.0,0.0,5.0,-7.0,7,8,1.0,0.0,0.0,3.0,0.0,0.0,8.0,-8.0,3.0,-8.0,1.0,2.0
8047,Good,0.0,6.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,4,6,6.0,3.0,4.0,2.0,1.0,1.0,9.0,1.0,7.0,1.0,3.0,8.0
8048,Good,6.0,1.0,3.0,1.0,3.0,0.0,0.0,5.0,-7.0,7,8,3.0,3.0,6.0,1.0,2.0,2.0,6.0,2.0,2.0,3.0,0.0,5.0
8049,Good,7.0,6.0,1.0,3.0,7.0,0.0,0.0,3.0,9.0,6,6,8.0,2.0,1.0,1.0,1.0,1.0,6.0,-8.0,1.0,0.0,1.0,2.0
8050,Good,8.0,4.0,3.0,6.0,2.0,0.0,0.0,5.0,-7.0,7,8,2.0,2.0,7.0,-8.0,0.0,0.0,3.0,-8.0,2.0,0.0,0.0,6.0
8051,Good,3.0,3.0,6.0,4.0,4.0,1.0,0.0,2.0,3.0,3,5,5.0,2.0,6.0,1.0,1.0,1.0,5.0,6.0,2.0,1.0,0.0,2.0
8052,Bad,3.0,0.0,8.0,1.0,0.0,2.0,1.0,0.0,6.0,0,3,0.0,0.0,5.0,-8.0,0.0,0.0,0.0,-8.0,0.0,-8.0,-8.0,0.0
8053,Good,7.0,5.0,3.0,3.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,4.0,0.0,2.0,1.0,1.0,1.0,-8.0,4.0,0.0,1.0,0.0
8054,Good,9.0,6.0,7.0,7.0,2.0,0.0,0.0,5.0,-7.0,7,8,2.0,0.0,1.0,-8.0,0.0,0.0,0.0,-8.0,1.0,0.0,0.0,0.0
8055,Good,3.0,1.0,4.0,0.0,2.0,0.0,0.0,3.0,5.0,6,6,2.0,4.0,1.0,2.0,0.0,0.0,5.0,-8.0,4.0,0.0,1.0,5.0
8056,Bad,2.0,5.0,1.0,1.0,6.0,2.0,1.0,3.0,7.0,6,4,7.0,4.0,1.0,0.0,2.0,2.0,5.0,-8.0,6.0,1.0,3.0,2.0
8057,Bad,5.0,1.0,4.0,3.0,2.0,1.0,1.0,3.0,8.0,6,2,2.0,1.0,8.0,0.0,2.0,2.0,0.0,-8.0,0.0,0.0,-8.0,0.0
8058,Good,9.0,4.0,5.0,2.0,2.0,0.0,0.0,5.0,-7.0,7,8,2.0,1.0,1.0,3.0,0.0,0.0,2.0,-8.0,1.0,-8.0,0.0,0.0
8059,Bad,2.0,0.0,0.0,1.0,6.0,2.0,1.0,5.0,9.0,6,5,7.0,3.0,5.0,1.0,3.0,3.0,5.0,2.0,2.0,3.0,1.0,3.0
8060,Good,5.0,9.0,0.0,7.0,9.0,0.0,0.0,5.0,-7.0,7,8,8.0,4.0,3.0,0.0,3.0,2.0,4.0,3.0,4.0,0.0,1.0,0.0
8061,Good,3.0,6.0,6.0,6.0,7.0,0.0,0.0,4.0,8.0,6,6,7.0,1.0,2.0,0.0,3.0,3.0,6.0,8.0,6.0,2.0,3.0,5.0
8062,Bad,4.0,8.0,8.0,9.0,0.0,1.0,0.0,0.0,1.0,4,5,1.0,0.0,7.0,-8.0,0.0,0.0,8.0,1.0,2.0,1.0,1.0,7.0
8063,Bad,8.0,6.0,5.0,3.0,2.0,0.0,0.0,5.0,-7.0,7,8,2.0,2.0,1.0,2.0,0.0,0.0,3.0,-8.0,1.0,0.0,0.0,0.0
8064,Good,6.0,7.0,0.0,3.0,8.0,1.0,1.0,5.0,7.0,6,4,8.0,3.0,5.0,0.0,3.0,3.0,2.0,-8.0,1.0,0.0,0.0,0.0
8065,Good,6.0,4.0,1.0,4.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,4.0,6.0,3.0,1.0,0.0,4.0,-8.0,4.0,3.0,0.0,5.0
8066,Good,7.0,5.0,1.0,3.0,5.0,0.0,0.0,5.0,-7.0,7,8,5.0,2.0,8.0,2.0,1.0,1.0,4.0,6.0,1.0,1.0,0.0,2.0
8067,Good,9.0,8.0,0.0,8.0,5.0,0.0,0.0,5.0,-7.0,7,8,5.0,3.0,3.0,0.0,3.0,3.0,1.0,9.0,2.0,3.0,0.0,2.0
8068,Bad,3.0,1.0,4.0,1.0,8.0,0.0,0.0,3.0,3.0,4,6,8.0,4.0,7.0,2.0,1.0,1.0,4.0,2.0,6.0,3.0,0.0,6.0
8069,Good,7.0,9.0,5.0,9.0,7.0,0.0,0.0,5.0,-7.0,7,8,7.0,1.0,4.0,1.0,1.0,1.0,4.0,8.0,7.0,1.0,0.0,4.0
8070,Bad,4.0,9.0,0.0,9.0,5.0,2.0,0.0,1.0,7.0,6,5,6.0,1.0,4.0,2.0,0.0,0.0,8.0,-8.0,5.0,0.0,3.0,1.0
8071,Good,4.0,8.0,0.0,8.0,1.0,1.0,1.0,2.0,6.0,6,6,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-8.0,1.0,-8.0,0.0,0.0
8072,Bad,1.0,0.0,7.0,0.0,4.0,0.0,0.0,4.0,4.0,6,6,4.0,0.0,5.0,3.0,0.0,0.0,8.0,-8.0,6.0,1.0,3.0,4.0
8073,Bad,2.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,-7.0,7,8,3.0,4.0,5.0,1.0,3.0,3.0,6.0,-8.0,6.0,1.0,1.0,7.0
8074,Good,2.0,6.0,6.0,4.0,5.0,2.0,1.0,2.0,6.0,6,5,5.0,1.0,7.0,3.0,0.0,0.0,8.0,3.0,7.0,2.0,3.0,8.0
8075,Good,1.0,0.0,4.0,0.0,3.0,0.0,0.0,5.0,-7.0,7,8,3.0,3.0,8.0,2.0,0.0,0.0,8.0,8.0,3.0,3.0,3.0,4.0
8076,Bad,1.0,9.0,4.0,9.0,7.0,0.0,0.0,5.0,5.0,6,6,8.0,1.0,3.0,0.0,2.0,2.0,8.0,2.0,7.0,3.0,3.0,7.0
8077,Good,8.0,7.0,7.0,6.0,1.0,0.0,0.0,5.0,-7.0,7,8,1.0,0.0,3.0,3.0,0.0,0.0,5.0,-8.0,5.0,-8.0,0.0,8.0
8078,Good,2.0,8.0,0.0,8.0,3.0,1.0,1.0,3.0,0.0,2,3,3.0,1.0,1.0,0.0,1.0,1.0,3.0,-8.0,4.0,0.0,0.0,3.0
8079,Good,8.0,7.0,7.0,5.0,3.0,0.0,0.0,5.0,-7.0,7,8,3.0,0.0,5.0,3.0,0.0,0.0,3.0,-8.0,3.0,1.0,0.0,3.0
8080,Good,9.0,8.0,1.0,7.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,3.0,5.0,0.0,2.0,2.0,1.0,8.0,3.0,3.0,0.0,1.0
